,name,number,address,lat,lng
1686,조은이비인후과의원, 031-241-9006, 경기도 수원시 장안구 창룡대로 197 (연무동) ,127.031781,37.2927063
1688,조은이비인후과의원, 031-693-5075, 경기도 용인시 기흥구 동백중앙로 352 (동백동)  ,127.1594626,37.2821725
1691,조현정소아과의원, 031-826-0272, 경기도 의정부시 신곡로 8 (신곡동)  2층 ,127.0567208,37.7273204
1692,조호성소아과의원, 031-841-4846, 경기도 의정부시 추동로 15 (신곡동)  ,127.0577988,37.7432494
1693,좋은가정의원, 031-434-1719, 경기도 시흥시 정왕시장길 62 (정왕동)  4층 ,126.74934,37.3460707
1697,좋은이비인후과의원, 031-772-7582, 경기도 양평군 양평읍 시민로 34   2층,127.4954747,37.4900644
1699,주내과의원, 031-227-7555, 경기도 수원시 장안구 서부로 2107 (율전동)  ,126.9701167,37.2968604
1703,준내과의원, 031-239-1188, 경기도 수원시 권선구 덕영대로 1093 (세류동)  ,127.0116792,37.2540292
1709,중앙내과의원, 031-593-8273, 경기도 남양주시 화도읍 비룡로 62 (중앙프라자)  404호 ,127.3020998,37.657523
1710,중앙산부인과의원, 031-313-3333, 경기도 시흥시 복지로 77 (대야동)  ,126.7905171,37.4462577
1711,중앙소아청소년과의원, 031-313-3331, 경기도 시흥시 대야로 34 (대야동)  2층 ,126.7901915,37.4462272
1712,중앙의원, 031-666-3369, 경기도 평택시 탄현로 317 (신장동)  ,127.0552767,37.0807513
1713,중앙의원, 031-675-8968, 경기도 안성시 대덕면 서동대로 4723   3층,127.2255919,37.0131929
1714,중앙의원, 031-964-6111, 경기도 고양시 덕양구 통일로 795 (관산동)  ,126.8621927,37.6884669
1715,중앙의원, 032-349-0439, 경기도 부천시 부흥로 487 (소사동)  ,126.7925372,37.4847241
1718,지앤미의원, 032-679-8412, 경기도 부천시 오정로220번길 35 (오정동)  ,126.7855943,37.5268374
1719,지엔산부인과의원, 031-668-0075, 경기도 평택시 비전5로 3 (비전동)  ,127.111611,36.9999179
1720,지엔연세소아청소년과의원, 031-663-0025, 경기도 평택시 비전5로 3 (비전동)  1층 ,127.111611,36.9999179
1722,지엠연세가정의학과의원, 02-2039-0780, 경기도 광명시 광덕산로 33 (하안동)  효현빌딩 4층 ,126.8720569,37.4709425
1725,진내과의원, 031-965-5995, 경기도 고양시 일산동구 위시티로 81 (식사동)  ,126.8114595,37.679223
1727,진소아청소년과의원, 031-573-7521, 경기도 남양주시 오남읍 양지로240번길 37   상가동 203호 이편한세상아파트,127.1954641,37.6993779
1730,차메디컬센터의원, 031-354-8775, 경기도 화성시 향남읍 발안로 107   태성프라자 3층,126.9223234,37.1317539
1731,차성철내과의원, 031-942-5119, 경기도 파주시 광탄면 등원로 527 (광탄농협)  4층 ,126.8450504,37.7828735
1734,차의과학대학교분당차병원, 031-780-5000, 경기도 성남시 분당구 야탑로 59 (야탑동)  ,127.1254535,37.4102384
1737,참가정의원, 031-222-5667, 경기도 수원시 권선구 권선로 639 (권선동)  2층 ,127.0215258,37.260799
1742,참사랑의원, 031-502-4077, 경기도 안산시 상록구 부곡로 28 (부곡동)  ,126.8597511,37.3250111
1743,참사랑의원, 031-559-0075, 경기도 남양주시 화도읍 수레로 1165 (장흥빌딩)  3층 ,127.3031178,37.6412594
1745,참사랑의원, 032-672-7174, 경기도 부천시 오정로 216 (오정동)  ,126.7838058,37.5275301
1747,참소아청소년과의원, 031-293-3392, 경기도 수원시 권선구 금호로 230 (탑동)  ,126.9752978,37.2752516
1748,참소아청소년과의원, 031-572-5535, 경기도 남양주시 퇴계원면 퇴계원로 30 (보성빌딩)  2층 ,127.1412617,37.6493694
1750,참조은병원, 031-767-7575, 경기도 광주시 광주대로 45 (경안동)  ,127.2602519,37.4109455
1751,참조은소아청소년과의원, 031-268-8355, 경기도 수원시 장안구 서부로2197번길 47-1 (율전동)  4층 ,126.9701751,37.304157
1752,참조은의원, 031-251-9377, 경기도 수원시 장안구 연무로 42-1 (연무동)  ,127.0269336,37.2951619
1753,참조은의원, 031-434-5805, 경기도 시흥시 오이도어시장로 22 (정왕동)  2~5층 ,126.6899906,37.3444849
1756,청담우리의원, 031-963-6444, 경기도 고양시 덕양구 유산길 3 (내유동)  ,126.8436584,37.7254866
1757,청북삼성내과의원, 031-683-7570, 경기도 평택시 청북읍 안청로 336 (골드테라스)  304호 ,126.9157481,37.0179751
1759,청학의원, 031-821-6600, 경기도 남양주시 별내면 청학로68번길 13 (삼화빌딩)  2층 ,127.1193697,37.7085641
1760,청학제일의원, 031-841-7585, 경기도 남양주시 별내면 청학로114번길 10 (한영빌딩)  3층 ,127.1146599,37.7091655
1761,초림플러스내과의원, 031-715-4500, 경기도 성남시 분당구 백현로101번길 25 (수내동)  4층 ,127.1132938,37.3780623
1762,초앤유여성병원, 032-326-0095, 경기도 부천시 중동로248번길 19 (중동) ,126.7697951,37.5019346
1764,최동욱의원, 031-441-2035, 경기도 안양시 만안구 안양로 145-1 (안양동)  ,126.9306192,37.3873513
1766,최소아과의원, 031-356-0533, 경기도 화성시 남양읍 남양성지로 139-1   3층 303호,126.8183619,37.2090062
1767,최소아청소년과의원, 031-275-4963, 경기도 용인시 기흥구 강남동로100번길 5-1 (상하동)  ,127.1371936,37.2727995
1769,최소아청소년과의원, 031-472-4132, 경기도 안양시 만안구 안양로 455 (석수동)  2층 ,126.9113074,37.4105444
1772,최소아청소년과의원, 031-930-7799, 경기도 고양시 덕양구 중앙로 450 (행신동)  3층 303호 ,126.8455218,37.6184122
1774,최유상소아청소년과의원, 031-656-5077, 경기도 평택시 평택로32번길 22 (평택동)  ,127.0890999,36.9910109
1775,최은경소아청소년과의원, 032-611-2327, 경기도 부천시 부천로 110-1 (원미동)  1층 ,126.7853713,37.4940538
1776,최응덕소아과의원, 031-484-3131, 경기도 안산시 상록구 화랑로 501 (성포동)  302호 ,126.843725,37.3207333
1778,최의원, 031-904-6167, 경기도 고양시 일산동구 일산로 211 (마두동)  ,126.7893384,37.6549288
1780,최진현소아청소년과의원, 031-575-1700, 경기도 남양주시 진접읍 해밀예당3로 61 (중앙프라자)  301호 ,127.1977543,37.7151655
1781,최학붕가정의학과의원, 031-242-3353, 경기도 수원시 장안구 장안로 226 (정자동)  ,126.9943349,37.3026424
1782,추규열외과의원, 031-393-3999, 경기도 군포시 금산로 92 (산본동)  ,126.9372309,37.3702522
1783,추내과의원, 031-829-8275, 경기도 의정부시 발곡로 34 (신곡동)  3층 ,127.0586478,37.7308975
1784,추미애가정의학과의원, 031-763-4684, 경기도 광주시 포돌이로 4 (탄벌동)  ,127.2507549,37.4152864
1785,추병원, 031-845-8343, 경기도 의정부시 평화로 650 (의정부동) ,127.0450722,37.7497899
1786,충훈미소이비인후과의원, 031-471-5550, 경기도 안양시 만안구 충훈로 83 (석수동)  3층 ,126.8989644,37.4074554
1789,코끼리이비인후과의원, 02-890-2520, 경기도 광명시 광명로 896 (광명동) ,126.854508,37.4788752
1790,코랄이비인후과의원, 031-353-8286, 경기도 화성시 향남읍 상신하길로298번길 7-1   4층 401호,126.9102809,37.114991
1791,코모키이비인후과의원, 031-241-8005, 경기도 수원시 장안구 정조로 950 (영화동)  ,127.012027,37.2922484
1792,코미이비인후과의원, 031-792-6987, 경기도 하남시 미사강변대로 222 (망월동)  502호503호 ,127.1842218,37.5695152
1796,코아이비인후과의원, 031-319-3220, 경기도 시흥시 배곧3로 80 (정왕동)  센터프라자 5층 508호 ,126.7290674,37.3705496
1798,코아이비인후과의원, 031-692-8276, 경기도 안성시 공도읍 서동대로 3874 (태지빌딩)  2층 ,127.1376581,36.9934911
1799,코아이비인후과의원, 031-8005-8875, 경기도 용인시 기흥구 동백중앙로 175 (중동) ,127.154178,37.2699842
1811,코코이비인후과의원, 031-684-7573, 경기도 평택시 청북읍 청북남로 260   211호,126.9153572,37.019508
1814,큰나눔의료소비자생활협동조합녹색드림의원, 031-527-5959, 경기도 남양주시 진접읍 금강로 1445   지층,127.1887332,37.720873
1815,큰나무가정의학과의원, 031-204-9785, 경기도 수원시 영통구 권선로908번길 25 (신동)  3층 ,127.0451835,37.2474322
1817,큰사랑의원, 031-211-7800, 경기도 수원시 팔달구 중부대로223번길 65 (우만동)  2층 ,127.0409741,37.2788241
1818,키즈엠소아청소년과의원, 031-753-7582, 경기도 성남시 중원구 양현로 469 (여수동)  3층 302호 ,127.13438,37.4169846
1828,태림내과의원, 031-443-0250, 경기도 안양시 만안구 박달로 421 (박달동)  ,126.8992962,37.4020638
1830,태소아과의원, 032-682-6072, 경기도 부천시 오정로 250 (오정동)  ,126.7865658,37.5295046
1831,태전연세가정의학과의원, 031-765-5041, 경기도 광주시 태봉로43번길 6 (태전동)  2층 ,127.2300089,37.3889551
1832,태전연세이비인후과의원, 031-765-5075, 경기도 광주시 태봉로43번길 6 (태전동)  ,127.2300089,37.3889551
1833,태평수소아청소년과의원, 031-753-7534, 경기도 성남시 수정구 수정로 115-1 (태평동)  5층 ,127.1332511,37.4416273
1834,태평우리의원, 031-848-0072, 경기도 의정부시 태평로 174 (의정부동)  ,127.049287,37.7477098
1836,퇴계원중앙의원, 031-571-8042, 경기도 남양주시 퇴계원면 퇴계원로 5151,127.1418059,37.6514397
1838,트리니티소아청소년과의원, 031-356-8728, 경기도 화성시 남양읍 시청로 109   301호,126.8257965,37.2012262
1840,튼튼사랑소아청소년과의원, 031-253-7572, 경기도 수원시 장안구 금당로39번길 34 (조원동)  ,127.0192584,37.3025443
1841,튼튼소아과의원, 031-984-7849, 경기도 김포시 풍무로 85 (풍무동)  ,126.7213952,37.603279
1845,튼튼소아청소년과의원, 032-345-0600, 경기도 부천시 역곡로14번길 3 (역곡동)  2층 ,126.8114935,37.4866185
1847,파미에의원, 031-388-1930, 경기도 안양시 동안구 동안로 119 (호계동)  킴스아울렛 10층 ,126.9515747,37.3891932
1850,파주연합의원, 031-941-4868, 경기도 파주시 탄현면 하늘소로 106 (정림빌딩)  ,126.7016318,37.7744376
1854,편안한내과의원, 031-966-0333, 경기도 고양시 덕양구 혜음로 36 (고양동)  2층 ,126.9022405,37.7036307
1861,평촌훼밀리의원, 031-421-5494, 경기도 안양시 동안구 흥안대로434번길 19-21 (평촌동)  ,126.9763354,37.3935306
1864,포일의원, 031-425-4852, 경기도 의왕시 내손중앙로 52 (내손동)  ,126.9809025,37.38607
1866,포천신경외과의원, 031-535-8802, 경기도 포천시 중앙로 73 (신읍동)  ,127.1998949,37.8935317
1870,푸른성모이비인후과의원, 031-758-0758, 경기도 성남시 수정구 수정로 205 (태평동)  3층 ,127.142523,37.4444037
1872,푸른소아청소년과의원, 031-555-6800, 경기도 구리시 이문안로 80 (수택동)  3층 ,127.140316,37.5919873
1874,푸른소아청소년과의원, 031-864-0561, 경기도 의정부시 용민로 483 (민락동)  보광프라자 207호 ,127.1180815,37.7507562
1877,푸른의원, 031-656-7582, 경기도 안성시 공도읍 진사길 32 (아)상가)  (주은청설,127.1387855,36.989917
1880,푸른이비인후과의원, 031-657-4835, 경기도 안성시 공도읍 공도로 77   2층,127.1695637,36.9996128
1883,풍림연세의원, 031-653-3537, 경기도 안성시 공도읍 서동대로 4081 (아)상가)  2층 (주은풍림,127.1597072,36.9981375
1885,프라미스소아청소년과의원, 031-873-8575, 경기도 의정부시 민락로 210 (민락동)  3층 ,127.1023641,37.7431843
1890,플러스소아청소년과의원, 031-226-3655, 경기도 수원시 팔달구 효원로 257 (인계동) ,127.0301263,37.2627781
1892,필산부인과의원, 031-441-9111, 경기도 안양시 만안구 안양로 368 (안양동)  ,126.9173945,37.4041785
1893,필외과의원, 031-217-7582, 경기도 수원시 팔달구 팔달문로 156-1 (우만동)  ,127.0331475,37.2828576
1894,하나가정의원, 031-409-7870, 경기도 안산시 상록구 영화6길 25 (사동)  2층 ,126.8521364,37.2806459
1897,하나내과의원, 031-446-1199, 경기도 안양시 만안구 안양로 259 (안양동)  2층 ,126.9236301,37.3957263
1899,하나로연합의원, 031-573-7588, 경기도 구리시 산마루로 18 (갈매동)  ,127.116157,37.6312699
1900,하나로이비인후과의원, 031-241-5075, 경기도 수원시 장안구 정자천로 163 (정자동)  ,126.9940908,37.294974
1901,하나산부인과의원, 031-677-7700, 경기도 안성시 안성맞춤대로 1043 (서인동)  ,127.2690239,37.0065991
1902,하나소아과의원, 031-315-7585, 경기도 시흥시 은행로 92 (은행동)  ,126.7974586,37.4397183
1904,하나소아청소년과의원, 031-224-7584, 경기도 수원시 권선구 곡선로50번길 33 (곡반정동)  2층 ,127.0291808,37.2373455
1905,하나소아청소년과의원, 031-425-7585, 경기도 의왕시 포일로 26 (내손동)  ,126.976023,37.3887259
1906,하나소아청소년과의원, 031-469-8655, 경기도 안양시 만안구 태평로52번길 31 (안양동)  302호 ,126.9309602,37.3959406
1913,하나의원, 032-343-1636, 경기도 부천시 경인로484번길 21 (괴안동)  ,126.8099774,37.4825555
1914,하나이비인후과의원, 031-238-0100, 경기도 수원시 권선구 덕영대로1201번길 34 (권선동)  3층 ,127.0229059,37.2505817
1919,하늘가정의학과의원, 031-852-4264, 경기도 의정부시 송양로 29 (낙양동)  2층 203호 ,127.1092637,37.7523043
1920,하늘담은의원, 031-826-2715, 경기도 의정부시 가능로50번길 7 (가능동)  2층 ,127.0366955,37.7463228
1928,한결소아과의원, 031-976-1990, 경기도 고양시 일산서구 고양대로675번길 32 (일산동)  2층 ,126.7718405,37.6855913
1935,한림대학교동탄성심병원, 031-8086-2047, 경기도 화성시 큰재봉길 7 (석우동)  ,127.0801288,37.2166284
1936,한마음가정의원, 031-296-8904, 경기도 수원시 권선구 상탑로 106 (서둔동)  1층 ,126.9826879,37.2708576
1937,한마음가정의학과의원, 031-267-1590, 경기도 수원시 장안구 이목로 24 (정자동)  상가2동 202호 ,126.983604,37.309401
1939,한마음내과의원, 031-251-5375, 경기도 수원시 장안구 창룡대로 189 (연무동)  ,127.0306057,37.2925731
1941,한마음소아청소년과의원, 031-269-7559, 경기도 수원시 장안구 만석로19번길 11-7 (천천동)  203호 ,126.9834044,37.2953458
1942,한마음소아청소년과의원, 031-482-9119, 경기도 안산시 단원구 광덕동로 75 (고잔동)  사또타워 105호 ,126.8324497,37.311181
1948,한미의원, 032-657-6893, 경기도 부천시 성주로 200 (심곡본동)  ,126.7784412,37.478301
1950,한빛가정의원, 031-335-7533, 경기도 용인시 처인구 금령로173번길 10 (마평동)  ,127.2158113,37.2348741
1952,한빛소아청소년과의원, 031-222-7257, 경기도 수원시 권선구 덕영대로 1093 (세류동)  ,127.0116792,37.2540292
1953,한빛여성병원, 031-410-3316, 경기도 안산시 단원구 광덕동로 53 (고잔동)  ,126.83226,37.3091291
1955,한빛이비인후과의원, 031-559-8575, 경기도 남양주시 화도읍 비룡로 62 (중앙프라자)  405호 ,127.3020998,37.657523
1959,한사랑내과의원, 031-411-1475, 경기도 안산시 단원구 선부로 223 (와동)  2층 ,126.819949,37.3417064
1960,한사랑내과의원, 031-521-7599, 경기도 남양주시 와부읍 덕소로97번길 61 (은산빌딩)  4층 ,127.2183374,37.5880376
1962,한사랑연세의원, 031-798-2030, 경기도 광주시 오포읍 고산길 4   4층,127.2317556,37.3700719
1963,한사랑의원, 031-501-2202, 경기도 안산시 상록구 본오로 64 (본오동)  2층 ,126.8665608,37.290746
1965,한사랑의원, 031-879-5297, 경기도 양주시 광적면 가래비8길 7 (수국빌딩 2층)  ,126.9847024,37.8243956
1970,한솔가정의학과의원, 031-415-0603, 경기도 안산시 상록구 샘골로 38 (본오동)  2층 ,126.8640291,37.2873358
1971,한솔의원, 031-744-0574, 경기도 성남시 수정구 수정로356번길 11 (산성동)  3층 ,127.1511069,37.4553525
1974,한신의원, 031-754-7541, 경기도 성남시 중원구 광명로 17 (성남동)  3층 ,127.131061,37.433401
1977,한양대학교구리병원, 031-560-2846, 경기도 구리시 경춘로 153 (교문동) ,127.1324273,37.6012985
1979,한양의원, 031-312-9795, 경기도 시흥시 신천로7번길 22 (신천동)  ,126.7918382,37.4318119
1980,한양의원, 031-401-1441, 경기도 안산시 단원구 와동로7길 2 (와동) ,126.8278061,37.3402817
1985,한＆김소아청소년과의원, 031-632-0672, 경기도 이천시 부발읍 대산로 476-13 (덕원빌딩)  2층 ,127.4795433,37.2598691
1987,해담의원, 031-366-7582, 경기도 화성시 남양읍 남양성지로 143 (CMS)  3층 ,126.8187803,37.2093085
1988,해드림가정의학과의원, 031-985-0061, 경기도 김포시 고촌읍 김포대로 344 (정다운 가)  4층 ,126.7706258,37.6016078
1991,해맑은소아청소년과의원, 031-442-7595, 경기도 안양시 만안구 장내로 68 (안양동)  2층 ,126.9163066,37.3940554
1993,해맑은소아청소년과의원, 031-575-2926, 경기도 남양주시 별내중앙로 63 (별내동)  301호 ,127.1228396,37.64791
1994,해맑은소아청소년과의원, 031-858-9573, 경기도 양주시 회정로 132 (덕정동)  402호 ,127.0679613,37.8372543
1997,해밀소아청소년과의원, 031-856-7582, 경기도 남양주시 별내면 청학로중앙길 9 (청화빌딩)  2층 ,127.1184248,37.7087047
1998,해비치소아청소년과의원, 031-527-2300, 경기도 남양주시 오남읍 진건오남로512번길 4 (동명프라자)  2층 ,127.2094006,37.6792642
1999,해성산부인과의원, 031-868-0868, 경기도 동두천시 정장로 34 (생연동)  ,127.0545175,37.9040561
2002,해와달소아청소년과의원, 031-821-8237, 경기도 양주시 고읍남로 6 (광사동)  401호 ,127.0801453,37.7956827
2003,해우리의료소비자생활협동조합해우리의원, 031-271-7779, 경기도 수원시 장안구 장안로 262 (정자동)  3층 ,126.9920536,37.3054877
2004,해피본산부인과의원, 031-8059-8866, 경기도 화성시 향남읍 행정중앙2로 69-17 (HB메디컬빌딩)  3~5층 ,126.9228181,37.1303595
2005,햇님소아청소년과의원, 031-792-3055, 경기도 하남시 미사강변대로 222 (망월동)  401호 ,127.1842218,37.5695152
2006,햇빛가정의학과의원, 031-972-8911, 경기도 고양시 덕양구 중앙로472번길 79 (행신동)  1층 ,126.8439881,37.6225826
2010,행복가득산부인과의원, 031-708-5600, 경기도 성남시 분당구 서현로 435 (분당동)  2층 3호 ,127.1450527,37.3741954
2012,행복의원, 031-872-2311, 경기도 의정부시 평화로 152 (호원동)  3층 ,127.0483408,37.7054008
2017,행복한가정의학과의원, 031-269-0092, 경기도 수원시 장안구 하률로12번길 86 (천천동)  ,126.9772271,37.3009238
2019,행복한가족의원, 031-374-7528, 경기도 오산시 동부대로 355 (고현동)  3층 ,127.0778719,37.1337594
2020,행복한내과의원, 031-745-8275, 경기도 성남시 중원구 금상로 18 (상대원동)  2층 ,127.1597224,37.4375133
2023,행복한소아청소년과의원, 031-576-3211, 경기도 남양주시 와부읍 덕소로97번길 80 (덕소아이파크상가)  201호 ,127.2202758,37.5883847
2024,행복한소아청소년과의원, 031-764-7337, 경기도 광주시 순암로36번길 130 (장지동)  ,127.2451286,37.3967555
2027,행신연세가정의학과의원, 031-979-7200, 경기도 고양시 덕양구 무원로54번길 62 (행신동)  ,126.8329752,37.6188767
2031,향남봄소아청소년과의원, 031-8059-7995, 경기도 화성시 향남읍 행정중앙2로 33 (성지프라자)  302~303호 ,126.9191094,37.1300376
2032,향남삼성내과의원, 031-8059-0575, 경기도 화성시 향남읍 향남로 392 (우성메디피아)  501호 ,126.921449,37.1300483
2033,향남연세소아청소년과의원, 031-8059-3322, 경기도 화성시 향남읍 행정중앙2로 39 (태성메디칼프라자)  301호 ,126.9196476,37.130001
2034,허연무내과의원, 032-667-9361, 경기도 부천시 경인로 134 (송내동) ,126.7703294,37.4838548
2035,허원이비인후과의원, 031-222-7582, 경기도 수원시 권선구 세권로212번길 3 (권선동)  2층 ,127.0274158,37.254712
2038,현가정의원, 031-654-0875, 경기도 평택시 평남로 722 (비전동) ,127.1143493,36.9942243
2040,현대가정의원, 031-415-0103, 경기도 안산시 상록구 도매시장로 105-1 (일동) ,126.8641111,37.3150008
2042,현대가정의원, 031-691-6311, 경기도 평택시 팽성읍 안정로39번길 3232,127.0470252,36.9611161
2044,현대가정의학과의원, 031-873-6633, 경기도 의정부시 태평로 21 (의정부동)  ,127.0493468,37.7350224
2047,현대연합의원, 031-635-7282, 경기도 이천시 부발읍 무촌로 139 (부발프라자)  2층 ,127.4879337,37.2844655
2048,현대의원, 032-671-1764, 경기도 부천시 삼작로 278 (도당동)  ,126.7923466,37.5200498
2052,현대중앙의원, 031-746-5584, 경기도 성남시 중원구 은이로 8 (은행동)  ,127.1649953,37.4575079
2053,현리김창선의원, 031-584-9677, 경기도 가평군 조종면 현창로38번길 4-1 (서울프라자약국)  ,127.3487711,37.8185095
2057,현소아청소년과의원, 032-321-0021, 경기도 부천시 길주로 237 (중동)  ,126.7689171,37.5045009
2058,현제의원, 031-419-5377, 경기도 안산시 상록구 초당로 52 (사동)  2층 ,126.8532166,37.2846439
2059,현화가정의원, 031-683-7582, 경기도 평택시 안중읍 안현로서6길 7474,126.9211442,36.9847743
2060,현화배내과의원, 031-686-9991, 경기도 평택시 안중읍 안현로서8길 17 (현화메디컬센터)  4층 ,126.9233436,36.9787385
2062,호소아청소년과의원, 031-403-0077, 경기도 시흥시 목감우회로 39 (목감동)  4층 405호 ,126.8603361,37.381899
2064,호소아청소년과의원, 031-911-3325, 경기도 고양시 일산서구 현중로 8 (탄현동)  탄현마을16단지 ,126.768829,37.6915898
2065,호소아청소년과의원, 031-983-9108, 경기도 김포시 통진읍 김포대로2244번길 20 (마송프라자)  304호 ,126.5975881,37.6909308
2067,홍동선소아과의원, 031-424-8114, 경기도 안양시 동안구 관악대로 345 (관양동) ,126.961174,37.404122
2069,홍소아청소년과의원, 031-996-1175, 경기도 김포시 풍무로 167 (풍무동) ,126.7241217,37.609964
2070,홍순철소아청소년과의원, 031-575-8575, 경기도 남양주시 진접읍 장현천로 28 (우경메디프라자)  503호 ,127.183807,37.7191977
2072,홍진희소아청소년과의원, 031-273-7582, 경기도 수원시 영통구 영통로214번길 9 (영통동)  ,127.0576271,37.2466049
2074,화서의원, 031-297-1199, 경기도 수원시 팔달구 일월로22번길 17 (화서동) ,126.9807407,37.2859821
2076,화전성모의원, 02-3158-0172, 경기도 고양시 덕양구 화랑로 20-2 (화전동)  2층 ,126.8714726,37.6007232
2077,황가정의학과의원, 031-911-0766, 경기도 고양시 일산서구 대산로 55 (주엽동) ,126.770531,37.6712909
2080,황인선소아과의원, 031-671-1771, 경기도 안성시 인지1길 9-8 (인지동)  ,127.2676326,37.0054927
2084,효산의료재단 샘여성병원, 031-467-1000, 경기도 안양시 만안구 안양로 215 (안양동)  ,126.9259875,37.3928367
2086,효원산부인과의원, 031-256-5577, 경기도 수원시 장안구 정조로 985 (정자동)  ,127.009352,37.2948901
2087,희망의원, 031-406-5556, 경기도 안산시 상록구 반석로 77 (본오동)  1층 ,126.8683863,37.2967981
2088,희망찬병원, 031-221-6999, 경기도 화성시 병점중앙로 174 (진안동) ,127.0373964,37.2131952
2091,힐메디의원, 031-985-7572, 경기도 김포시 고촌읍 수기로 67-39 (수기마을힐스테이트2단지 상가동)  201호 ,126.7676523,37.59639
2092,365병원, 055-248-0365, 경상남도 창원시 마산회원구 3·15대로 686 (석전동)  ,128.5794822,35.2337576
2094,C＆J미래여성병원, 055-276-9200, 경상남도 창원시 의창구 원이대로 53 (도계동)  ,128.6343924,35.2576778
2097,SCH서울아동병원, 055-647-0778, 경상남도 통영시 중앙로 334-1 (무전동)  6~9층층 ,128.4291943,34.8600837
2098,가족사랑의원, 055-298-9778, 경상남도 창원시 마산회원구 봉양로 29 (양덕동)  ,128.5905294,35.2217201
2101,강내과의원, 055-221-1002, 경상남도 창원시 마산합포구 산호북6길 26 (산호동)  ,128.5868554,35.2190947
2104,강소아청소년과의원, 055-741-2443, 경상남도 진주시 촉석로186번길 3 (대안동)  ,128.0825875,35.1949555
2108,거제아동병원, 055-632-8225, 경상남도 거제시 동문천로 52 (고현동) ,128.6262587,34.8828723
2109,거제아동의원, 055-633-0028, 경상남도 거제시  거제중앙로 1925 (고현동)  402호 ,128.6221057,34.8898098
2110,거제통증연합의원, 055-681-4000, 경상남도 거제시 능포로 126 (능포동)  ,128.7315146,34.8749497
2112,경상남도마산의료원, 055-249-1000, 경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가)  ,128.5656858,35.1991422
2113,경상대학교병원, 055-750-8000, 경상남도 진주시 강남로 79 (칠암동) ,128.0956717,35.1763252
2114,계룡내과의원, 055-634-2828, 경상남도 거제시 고현로14길 25 (고현동)  계룡내과의원 ,128.6279099,34.8861871
2118,고운맘산부인과의원, 055-231-8118, 경상남도 창원시 마산회원구 내서읍 경남대로 937 (고운맘산부인과의원)  ,128.5041133,35.2337876
2123,굿모닝의원, 055-327-7511, 경상남도 김해시 분성로727번길 11 (지내동) ,128.9224297,35.2315537
2125,권형진소아과의원, 055-746-7746, 경상남도 진주시 진양호로 344 (신안동)  1층 ,128.06802,35.1832789
2126,근로복지공단 창원병원, 055-282-5111, 경상남도 창원시 성산구 창원대로 721 (중앙동)  ,128.6717512,35.2187539
2129,김기민소아청소년과의원, 055-545-2802, 경상남도 창원시 진해구 충장로 133 (여좌동)  ,128.6666834,35.1524617
2130,김내과의원, 055-832-5599, 경상남도 사천시 주공로 25 (벌리동)  2층 ,128.0863342,34.9407123
2132,김병수의원, 055-884-0750, 경상남도 하동군 하동읍 중앙로 1717,127.7506494,35.0702032
2133,김부진소아청소년과의원, 055-325-4369, 경상남도 김해시 활천로 190 (어방동)  1층 ,128.9006946,35.2419178
2137,김소아청소년과의원, 055-945-0654, 경상남도 거창군 거창읍 거창대로 100 (선보프라자)  301호 ,127.9151,35.6903679
2138,김승기소아과의원, 055-757-5006, 경상남도 진주시 도동천로 84 (상대동)  3층 ,128.1097226,35.1791432
2139,김양수소아청소년과의원, 055-742-5336, 경상남도 진주시 대신로 477 (초전동)  2층 ,128.1157182,35.2032371
2141,김인기내과의원, 055-314-3651, 경상남도 김해시 계동로23번길 3-19 (관동동) ,128.7957101,35.1775554
2142,김제원내과의원, 055-256-1808, 경상남도 창원시 마산회원구 양덕동2길 5 (양덕동)  3층 ,128.5899583,35.221815
2145,김지용 소아청소년과 의원, 055-388-6600, 경상남도 양산시 물금읍 새실로 38   애플타운 4층,128.9943985,35.3132955
2146,김해미래산부인과의원, 055-334-6969, 경상남도 김해시 분성로 316 (서상동)  ,128.8805435,35.2332217
2147,김해복음병원, 055-330-8888, 경상남도 김해시 활천로 33 (삼정동)  김해복음병원 ,128.8931625,35.2306263
2148,김해성심의원, 055-334-6660, 경상남도 김해시 금관대로 1177 (외동)  ,128.8519584,35.2326903
2150,김현수이비인후과의원, 055-232-7520, 경상남도 창원시 마산회원구 내서읍 삼계4길 17 (메디팜중앙약국)  ,128.5036432,35.233003
2154,녹십자의원, 055-287-6565, 경상남도 창원시 성산구 원이대로883번길 15-34 (가음동)  ,128.6969954,35.2084798
2155,누리봄소아청소년과의원, 055-762-0702, 경상남도 진주시 금산면 중천로 80   4층 401호,128.1457363,35.2176379
2158,늘푸른산부인과의원, 055-551-1300, 경상남도 창원시 진해구 충장로 163 (여좌동)  ,128.6699795,35.1523661
2159,다솜소아청소년과의원, 055-638-2728, 경상남도 거제시 상동1길 18-9 (상동동) ,128.6405685,34.865232
2160,닥터강의원, 055-383-5070, 경상남도 양산시 물금읍 서들로 148   504호,129.0066871,35.3118186
2165,더나은의원, 055-646-8080, 경상남도 통영시 광도면 죽림4로 9 (이마트통영점)  2층 ,128.4179997,34.8871334
2167,도담소아청소년과의원, 055-375-0119, 경상남도 양산시 물금읍 새실로 42 (JK타원)  403호 ,128.9946423,35.3131463
2169,동산소아청소년과의원, 055-533-9696, 경상남도 창녕군 창녕읍 창녕시장길 87   2층,128.4967485,35.5413293
